property_id;symptom_id
0de7397f-e5b6-4a09-a843-fa80fae576bc;00deff5a-da84-437d-baba-1f07371d8c7a
1fab389d-839a-4c7e-92ce-af1f2261b796;00deff5a-da84-437d-baba-1f07371d8c7a
957cab50-9d5f-42a3-873e-88c992220715;039a4365-0252-414f-b2cf-16c950a057fa
a3bf66d1-9c93-4c4f-871e-087cdaaa0ae8;040a35ad-0e9c-46dc-b10f-179f61705ca1
3431ede5-0116-4899-8e96-8003448a8b1b;04487d46-ea18-414a-8c14-832ea6a23dfb
1b296882-5540-4cd2-a137-f2322f0b16f4;0515056d-4f34-4fb3-9785-9312bc02e884
1fab389d-839a-4c7e-92ce-af1f2261b796;0515056d-4f34-4fb3-9785-9312bc02e884
20f908f4-f0b0-4281-b612-707f4b3bcb16;0515056d-4f34-4fb3-9785-9312bc02e884
96e39e9d-efe4-4d39-ac44-5af795065e96;0515056d-4f34-4fb3-9785-9312bc02e884
a3bf66d1-9c93-4c4f-871e-087cdaaa0ae8;0515056d-4f34-4fb3-9785-9312bc02e884
957cab50-9d5f-42a3-873e-88c992220715;0516ffcc-2f0a-4c19-a717-6ee24f48f989
00b9fb5c-5e5e-424a-ad6a-60747d76d1ae;090cbab6-b159-4ce8-98f6-39cbaf295565
1fab389d-839a-4c7e-92ce-af1f2261b796;09179593-a00f-4b65-9bd8-11933aa2241c
05f83c35-1065-48b8-8464-d81b7f1b4bc7;0923f9e5-ee9c-41f0-8fd4-9a9aacf6263d
fb7733c1-3a93-4b79-84c1-cd464407b5c4;0ba85335-5cff-45e7-a4ca-880a8e4d11c5
1fab389d-839a-4c7e-92ce-af1f2261b796;0bfb3935-99d8-488e-bf17-3a0bfe69ada6
c31014b3-bef2-4cb9-b43d-92ae8652fd21;0dbff0bb-aa48-4755-ad6d-d4713edb38e0
20f908f4-f0b0-4281-b612-707f4b3bcb16;0e0ea210-e9da-4748-8b22-ade9c53fec3b
1bc4c565-5052-4954-891c-0e4d040c424f;0f636a6b-17dc-42de-a371-59723c805d6f
1fab389d-839a-4c7e-92ce-af1f2261b796;0f636a6b-17dc-42de-a371-59723c805d6f
2c707f94-943c-4107-90ad-5ebff53aff29;0fb4a290-e098-439b-9651-70072f3c9eb6
2ddfd2f1-683e-478a-9724-602805aac64d;0fb4a290-e098-439b-9651-70072f3c9eb6
0de7397f-e5b6-4a09-a843-fa80fae576bc;1156964d-202d-42dc-98d0-8436e7787c21
0de7397f-e5b6-4a09-a843-fa80fae576bc;11fe90a1-48f8-4c58-9869-f2cd71828a7e
1b296882-5540-4cd2-a137-f2322f0b16f4;1479db01-eb05-4db3-9b61-75973354679d
2cf2864b-95d6-46e1-8364-5c5eaf73339d;1479db01-eb05-4db3-9b61-75973354679d
a3bf66d1-9c93-4c4f-871e-087cdaaa0ae8;1479db01-eb05-4db3-9b61-75973354679d
05f83c35-1065-48b8-8464-d81b7f1b4bc7;1485e4ba-deb7-48f0-a41b-840e88d9e3cb
1fab389d-839a-4c7e-92ce-af1f2261b796;16032db8-c11b-497f-b8a2-d24fd011b0d7
96e39e9d-efe4-4d39-ac44-5af795065e96;16032db8-c11b-497f-b8a2-d24fd011b0d7
98d901e7-ba95-418d-830c-9efdcb2db55b;16032db8-c11b-497f-b8a2-d24fd011b0d7
0215c464-1587-4d60-9ce4-9a21e7391b5b;18adb5a5-8711-4f86-99a5-682a11ed9663
0db71fbf-d4f8-4ad9-914c-2f78c7eacfeb;1a12032e-2f42-4249-8bae-c67c82605c1d
01e0991c-1b82-46cf-9aec-ddb05eb7e7ac;1a8b32e5-e469-4db5-8154-bf789bd5e481
96e39e9d-efe4-4d39-ac44-5af795065e96;1c423c77-7f64-4b64-92c8-c383c0641ce9
7ea280e1-06a8-43f4-89b8-adc16f823741;1ed49efe-1b3d-45f3-abff-d0f301c4d4fa
0215c464-1587-4d60-9ce4-9a21e7391b5b;2039a2ee-9f9b-4a03-968e-f9edc9521fbf
2cabb4e0-a9f2-4892-88e8-b5a43a0b1943;2047172e-abcd-4002-ba53-dc3caa27e977
2f20275d-e195-419d-9d83-ae5b307e1003;248c981f-6f26-4d81-9d0f-ae752ef1a64a
05f83c35-1065-48b8-8464-d81b7f1b4bc7;249a38c3-3d77-4a90-b6fd-a12e64687341
02dfab3f-ef95-4436-9e6d-7a5e92adf33f;258f2de2-c3c3-46c2-a3cf-ebbc393fe545
01e0991c-1b82-46cf-9aec-ddb05eb7e7ac;2b9a5e59-c838-4424-b1c7-0afcc16bb482
fecec181-fbb4-47c0-ba95-36b791e57013;30a7ef7c-c73f-4315-b978-fb61b8a43cda
c31014b3-bef2-4cb9-b43d-92ae8652fd21;31fb3341-097d-492a-b9c1-90413e86330b
0de7397f-e5b6-4a09-a843-fa80fae576bc;340f9479-9054-4e2b-9094-a3ca5d5f3ebf
05f83c35-1065-48b8-8464-d81b7f1b4bc7;34a005a4-bf56-4f2c-9385-b0565f8686b2
0479f8d4-ddc4-4b33-8f3c-fcd43d421a9d;35bf6671-9c01-4c21-9dc4-ff1c847da644
0de7397f-e5b6-4a09-a843-fa80fae576bc;35cbe698-bbb8-44d8-a944-4dfd052abc30
20f908f4-f0b0-4281-b612-707f4b3bcb16;36a3c13a-89b3-488a-bfdc-618794b78b42
05f83c35-1065-48b8-8464-d81b7f1b4bc7;39e7dce9-f4aa-4d47-9457-c5a2b39e5a9c
6a40e3f9-1498-4def-b6ab-af391781495a;3c10cef3-f518-4d88-82a6-623970caddaf
957cab50-9d5f-42a3-873e-88c992220715;3c10cef3-f518-4d88-82a6-623970caddaf
a2950786-668e-428b-b423-462bc3337e5c;3de24555-1d05-426c-bb43-ad51872f9142
6a40e3f9-1498-4def-b6ab-af391781495a;3f74f9c6-a178-40bf-8561-2132e1763936
c31014b3-bef2-4cb9-b43d-92ae8652fd21;3f74f9c6-a178-40bf-8561-2132e1763936
20f908f4-f0b0-4281-b612-707f4b3bcb16;42ee4450-14e6-4977-82a2-35ba95ef8e2b
2ddfd2f1-683e-478a-9724-602805aac64d;4da01735-a4de-4dd7-8214-af2ba2eb8bbd
aa52a23a-f5f8-44bb-b49e-ab9724f690f4;4ecb09b9-0ecc-4e6b-ae6c-9880b5fecb35
05f83c35-1065-48b8-8464-d81b7f1b4bc7;50c59333-5c38-4cd4-8e8a-11ce96154759
0637268b-1a0b-4b37-8efd-a29cda481a5a;58122e4d-0919-471b-ab87-9a7de8301dad
01e0991c-1b82-46cf-9aec-ddb05eb7e7ac;59d00437-2dd1-4fb9-be12-a698d9acbc63
0215c464-1587-4d60-9ce4-9a21e7391b5b;5b049887-b983-4ce0-a51b-464a2530ed00
0479f8d4-ddc4-4b33-8f3c-fcd43d421a9d;5e704822-b131-40cb-a135-82b9663c2526
1631cb82-d6e6-4d6c-affd-1f950dcbef7d;5ea3e87f-371e-4c25-a2cc-00b5dbc54814
2cf2864b-95d6-46e1-8364-5c5eaf73339d;5ea3e87f-371e-4c25-a2cc-00b5dbc54814
0215c464-1587-4d60-9ce4-9a21e7391b5b;6305829f-942a-4538-ada3-eedbcf0d2d50
a2950786-668e-428b-b423-462bc3337e5c;6305829f-942a-4538-ada3-eedbcf0d2d50
58f1ccf7-7f88-4781-8a6b-42d6b7d739e2;65518e62-33c2-41eb-adbd-ad1e95f90900
05f83c35-1065-48b8-8464-d81b7f1b4bc7;666df4e9-a67c-4ee2-aec7-c6e8cd4e6ad1
d352bba0-5d4a-4569-8d23-8875d3d00928;678186d0-ba3b-4d86-840c-22ebc5266a84
0215c464-1587-4d60-9ce4-9a21e7391b5b;6ca684df-433c-4d1e-a381-06ed75d29842
c31014b3-bef2-4cb9-b43d-92ae8652fd21;6e6525f2-6795-4549-8696-823acf8af04b
1bc4c565-5052-4954-891c-0e4d040c424f;7a2d5424-3353-4bd7-9e38-93986989ca99
05f83c35-1065-48b8-8464-d81b7f1b4bc7;7aaeedb0-75a3-43cb-8fc9-fa5c5ef7da3b
2bc9eba4-4bd7-45f5-bfa7-6c7549f90c69;83efbe59-4118-4ab3-88a7-292c29d726c7
2ddfd2f1-683e-478a-9724-602805aac64d;86b092bd-dc28-460f-9de6-4fd9590184b0
9a0e8684-8898-4782-8cb8-47ff2780aef4;8d6165e1-473b-45d8-a1d4-0c2c8fd1b0e1
0215c464-1587-4d60-9ce4-9a21e7391b5b;9337a8e0-775d-44f3-bd03-1aa2622ecaaf
05f83c35-1065-48b8-8464-d81b7f1b4bc7;a1f6d41c-6424-45e9-be5d-7df93b86eea9
1631cb82-d6e6-4d6c-affd-1f950dcbef7d;a2c5b933-d3b9-4cde-b7a6-7798076f3e3c
0215c464-1587-4d60-9ce4-9a21e7391b5b;a3a1c878-4ce8-4eb6-8a5f-182bcd0d0aed
01e0991c-1b82-46cf-9aec-ddb05eb7e7ac;a474e413-867a-46f6-95f0-3ab94dcafa69
ec7f549b-f50b-473c-95d6-14366fe11d37;a8362e4d-78f0-4483-a9fe-a08e13c3c9fb
c31014b3-bef2-4cb9-b43d-92ae8652fd21;b2e92378-39bc-40a2-87f2-60a34afe4428
2c22f974-0ace-4903-96a2-8d86a8405138;b7c757e6-09e6-4b4e-9362-8f7e70e9ad31
00b9fb5c-5e5e-424a-ad6a-60747d76d1ae;ba8e53e9-271d-408b-95f4-76e9d673987a
20f908f4-f0b0-4281-b612-707f4b3bcb16;ba8e53e9-271d-408b-95f4-76e9d673987a
68a1a57a-ff25-4601-973b-6d53ab177527;c3beb025-b07b-4e43-a8ec-26082cccee53
20f908f4-f0b0-4281-b612-707f4b3bcb16;c87c3e28-5b4d-435a-81d6-21295e80cf23
6a40e3f9-1498-4def-b6ab-af391781495a;ccf371a2-d442-42d8-bc49-34420cc83ff7
fb7733c1-3a93-4b79-84c1-cd464407b5c4;d0f2aa08-9ae5-457a-b47c-7ad1a91a834f
2cf2864b-95d6-46e1-8364-5c5eaf73339d;d30f7829-2d1a-45cf-b6b2-f7f71561c766
9f58c9e8-4cfd-4e08-81a3-d1fce62531b9;d388d7c6-6d1f-4585-8df2-2dc66e65b828
05f83c35-1065-48b8-8464-d81b7f1b4bc7;d4ed81ba-6e3d-4a1e-8d7b-9fe0c630c386
20f908f4-f0b0-4281-b612-707f4b3bcb16;de39fdbb-8031-4b5b-bc1b-559e4db4b1d9
c31014b3-bef2-4cb9-b43d-92ae8652fd21;e2776d32-c65a-43e3-a4db-6e7c51c07d5d
20f908f4-f0b0-4281-b612-707f4b3bcb16;e3456656-683a-4534-87fe-c9fd92c75905
20f908f4-f0b0-4281-b612-707f4b3bcb16;f6789bd2-bd30-4261-968f-de28dce52461
34179ce5-f74b-4577-8342-d3712a2d2f8c;fac2a4de-cef2-427c-bde4-09417901ab56
0de7397f-e5b6-4a09-a843-fa80fae576bc;fb882442-0128-40a5-b0bf-b628c3d91d4a
876b4eb7-d85e-411f-a357-75a7daa060d2;fe850878-a820-4a5c-9da8-50bae0453836
0de7397f-e5b6-4a09-a843-fa80fae576bc;ff219664-22a6-412b-bc04-a2963bb6549b
